https://www.myminifactory.com/object/15990,https://cdn.myminifactory.com/assets/object-assets/579fcaef0935b/threedfiles/stw-153-ritual-vessel-china-british-museum1-1-repaired-1.stl,"Ritual Vessel (hu) at The British Museum, London",Eastern Zhou dynasty,5thC BC (circa),
https://www.myminifactory.com/object/15991,https://cdn.myminifactory.com/assets/object-assets/579fcaefc0ad1/threedfiles/stw-149-southerner-china-british-museum-repaired-1.stl,"Bronze figure of a kneeling man representing a Southerner at The British Museum, London",Western Han dynasty,2ndC BC,
https://www.myminifactory.com/object/16375,https://cdn.myminifactory.com/assets/object-assets/579fcbd894665/threedfiles/british-museum-bull-1.stl,"Bull's Head Lamp at The British Museum, London",Roman,50BC-1BC,
https://www.myminifactory.com/object/16376,https://cdn.myminifactory.com/assets/object-assets/579fcbd95b8f7/threedfiles/stw-167-5-british-museum-coinmoneychina-4-1.stl,"Chu State spade-money at The British Museum, London",Warring States period,4thC BC-3rdC BC,
https://www.myminifactory.com/object/16378,https://cdn.myminifactory.com/assets/object-assets/579fcbda5bea5/threedfiles/stw-167-5-british-museum-coinmoneychina-6-1.stl,"Wei State round coin at The British Museum, London",Northern Wei dynasty,528-530,
https://www.myminifactory.com/object/16381,https://cdn.myminifactory.com/assets/object-assets/579fcbdbe6930/threedfiles/british-museum-frieze-lamp-1.stl,"Lamp with a frieze of military equipment at The British Museum, London",Roman,30-70 (circa),
https://www.myminifactory.com/object/16383,https://cdn.myminifactory.com/assets/object-assets/579fcbdd5c6d2/threedfiles/stw-166-3-british-museum-knife-monies-2-1.stl,"Yan State knife money at The British Museum, London",Warring States period,4thC BC-3rdC BC,
https://www.myminifactory.com/object/16389,https://cdn.myminifactory.com/assets/object-assets/579fcbdfd2e91/threedfiles/stw-162-british-museum-silver-stater-coin-aegina-1.stl,"Silver stater coin from Aegina at The British Museum, London",Greek,480BC (circa),
https://www.myminifactory.com/object/17135,https://cdn.myminifactory.com/assets/object-assets/579fcd89606fb/threedfiles/stw-176-british-museum-femalefigurethrone-1.stl,"Seated Figure on a Throne at The British Museum, London",East Greek,5thC BC(late),
https://www.myminifactory.com/object/17138,https://cdn.myminifactory.com/assets/object-assets/579fcd8c8fdcc/threedfiles/stw-188-british-museum-headofgorgon-1.stl,"Antefix (end-tile): head of the Gorgon at The British Museum, London",Western Greek (?),5thC BC(late),
https://www.myminifactory.com/object/17141,https://cdn.myminifactory.com/assets/object-assets/579fcd903f62c/threedfiles/stw-203-british-museum-headwomansakkos-1.stl,"Head and upper part of a woman wearing sakkos (bag-like headdress) and himation (mantle) at The British Museum, London",Boeotian,450BC (circa),
https://www.myminifactory.com/object/17142,https://cdn.myminifactory.com/assets/object-assets/579fcd913d7fd/threedfiles/stw-187-british-museum-headofartemis-bendis-1.stl,"Antefix (end-tile): head of Artemis-Bendis at The British Museum, London",Western Greek,4thC BC(early),
